gene	gene_name	n_snps_in_model	n_snps_used	pred_perf_r2	pred_perf_pval
ENSG00000115526	NA	23	21.0	NA	NA
ENSG00000115539	NA	6	4.0	NA	NA
ENSG00000115540	NA	12	12.0	NA	NA
ENSG00000115548	NA	5	5.0	NA	NA
ENSG00000115556	NA	21	17.0	NA	NA
ENSG00000115561	NA	22	14.0	NA	NA
ENSG00000115568	NA	24	16.0	NA	NA
ENSG00000115593	NA	40	26.0	NA	NA
ENSG00000115594	NA	35	27.0	NA	NA
ENSG00000115596	NA	14	8.0	NA	NA
ENSG00000115598	NA	61	34.0	NA	NA
ENSG00000115602	NA	37	26.0	NA	NA
ENSG00000115604	NA	41	24.0	NA	NA
ENSG00000115607	NA	20	11.0	NA	NA
ENSG00000115616	NA	49	31.0	NA	NA
ENSG00000115641	NA	24	19.0	NA	NA
ENSG00000115648	NA	15	12.0	NA	NA
ENSG00000115649	NA	15	11.0	NA	NA
ENSG00000115652	NA	31	25.0	NA	NA
ENSG00000115677	NA	39	24.0	NA	NA
ENSG00000115685	NA	20	12.0	NA	NA
ENSG00000115687	NA	21	17.0	NA	NA
ENSG00000115694	NA	25	19.0	NA	NA
ENSG00000115718	NA	44	24.0	NA	NA
ENSG00000115750	NA	29	19.0	NA	NA
ENSG00000115761	NA	27	18.0	NA	NA
ENSG00000115762	NA	35	19.0	NA	NA
ENSG00000115808	NA	18	14.0	NA	NA
ENSG00000115816	NA	35	17.0	NA	NA
ENSG00000115825	NA	31	25.0	NA	NA
ENSG00000115827	NA	30	7.0	NA	NA
ENSG00000115828	NA	107	53.0	NA	NA
ENSG00000115839	NA	58	31.0	NA	NA
ENSG00000115840	NA	37	21.0	NA	NA
ENSG00000115841	NA	33	26.0	NA	NA
ENSG00000115866	NA	23	15.0	NA	NA
ENSG00000115875	NA	2	2.0	NA	NA
ENSG00000115884	NA	51	41.0	NA	NA
ENSG00000115896	NA	11	8.0	NA	NA
ENSG00000115902	NA	104	71.0	NA	NA
ENSG00000115904	NA	19	14.0	NA	NA
ENSG00000115919	NA	50	12.0	NA	NA
ENSG00000115935	NA	44	26.0	NA	NA
ENSG00000115942	NA	17	10.0	NA	NA
ENSG00000115944	NA	39	33.0	NA	NA
ENSG00000115946	NA	74	66.0	NA	NA
ENSG00000115947	NA	20	11.0	NA	NA
ENSG00000115956	NA	27	23.0	NA	NA
ENSG00000115963	NA	8	6.0	NA	NA
ENSG00000115977	NA	8	7.0	NA	NA
ENSG00000115993	NA	17	16.0	NA	NA
ENSG00000115998	NA	40	23.0	NA	NA
ENSG00000116001	NA	25	12.0	NA	NA
ENSG00000116005	NA	44	30.0	NA	NA
ENSG00000116014	NA	43	23.0	NA	NA
ENSG00000116016	NA	35	23.0	NA	NA
ENSG00000116062	NA	37	25.0	NA	NA
ENSG00000116096	NA	43	23.0	NA	NA
ENSG00000116117	NA	31	19.0	NA	NA
ENSG00000116120	NA	38	24.0	NA	NA
ENSG00000116127	NA	46	33.0	NA	NA
ENSG00000116132	NA	88	57.0	NA	NA
ENSG00000116133	NA	35	16.0	NA	NA
ENSG00000116141	NA	17	8.0	NA	NA
ENSG00000116147	NA	30	23.0	NA	NA
ENSG00000116151	NA	6	4.0	NA	NA
ENSG00000116157	NA	38	23.0	NA	NA
ENSG00000116161	NA	38	14.0	NA	NA
ENSG00000116171	NA	52	47.0	NA	NA
ENSG00000116183	NA	81	45.0	NA	NA
ENSG00000116191	NA	13	7.0	NA	NA
ENSG00000116194	NA	14	8.0	NA	NA
ENSG00000116198	NA	22	13.0	NA	NA
ENSG00000116199	NA	59	33.0	NA	NA
ENSG00000116205	NA	48	29.0	NA	NA
ENSG00000116209	NA	26	15.0	NA	NA
ENSG00000116221	NA	13	8.0	NA	NA
ENSG00000116237	NA	42	30.0	NA	NA
ENSG00000116260	NA	100	52.0	NA	NA
ENSG00000116266	NA	66	35.0	NA	NA
ENSG00000116273	NA	22	8.0	NA	NA
ENSG00000116299	NA	91	65.0	NA	NA
ENSG00000116337	NA	24	18.0	NA	NA
ENSG00000116350	NA	9	8.0	NA	NA
ENSG00000116353	NA	37	26.0	NA	NA
ENSG00000116396	NA	39	24.0	NA	NA
ENSG00000116406	NA	26	13.0	NA	NA
ENSG00000116455	NA	3	3.0	NA	NA
ENSG00000116459	NA	21	13.0	NA	NA
ENSG00000116473	NA	45	34.0	NA	NA
ENSG00000116489	NA	3	2.0	NA	NA
ENSG00000116497	NA	39	35.0	NA	NA
ENSG00000116514	NA	10	5.0	NA	NA
ENSG00000116521	NA	6	5.0	NA	NA
ENSG00000116560	NA	5	2.0	NA	NA
ENSG00000116574	NA	30	24.0	NA	NA
ENSG00000116580	NA	24	24.0	NA	NA
ENSG00000116649	NA	3	2.0	NA	NA
ENSG00000116652	NA	26	22.0	NA	NA
ENSG00000116661	NA	28	17.0	NA	NA
ENSG00000116663	NA	20	15.0	NA	NA
ENSG00000116667	NA	25	15.0	NA	NA
ENSG00000116668	NA	2	2.0	NA	NA
ENSG00000116675	NA	52	31.0	NA	NA
ENSG00000116678	NA	81	51.0	NA	NA
ENSG00000116679	NA	23	10.0	NA	NA
ENSG00000116685	NA	50	25.0	NA	NA
ENSG00000116688	NA	25	14.0	NA	NA
ENSG00000116691	NA	24	17.0	NA	NA
ENSG00000116703	NA	13	6.0	NA	NA
ENSG00000116704	NA	21	15.0	NA	NA
ENSG00000116711	NA	32	16.0	NA	NA
ENSG00000116717	NA	25	14.0	NA	NA
ENSG00000116729	NA	38	23.0	NA	NA
ENSG00000116731	NA	7	7.0	NA	NA
ENSG00000116741	NA	23	14.0	NA	NA
ENSG00000116747	NA	10	6.0	NA	NA
ENSG00000116750	NA	7	2.0	NA	NA
ENSG00000116752	NA	17	12.0	NA	NA
ENSG00000116754	NA	5	5.0	NA	NA
ENSG00000116761	NA	32	14.0	NA	NA
ENSG00000116771	NA	29	26.0	NA	NA
ENSG00000116774	NA	34	29.0	NA	NA
ENSG00000116783	NA	64	47.0	NA	NA
ENSG00000116786	NA	59	38.0	NA	NA
ENSG00000116791	NA	137	57.0	NA	NA
ENSG00000116793	NA	24	13.0	NA	NA
ENSG00000116809	NA	22	12.0	NA	NA
ENSG00000116815	NA	12	11.0	NA	NA
ENSG00000116819	NA	8	5.0	NA	NA
ENSG00000116830	NA	77	57.0	NA	NA
ENSG00000116852	NA	53	31.0	NA	NA
ENSG00000116857	NA	52	39.0	NA	NA
ENSG00000116874	NA	36	25.0	NA	NA
ENSG00000116883	NA	13	12.0	NA	NA
ENSG00000116885	NA	32	21.0	NA	NA
ENSG00000116898	NA	5	4.0	NA	NA
ENSG00000116903	NA	31	18.0	NA	NA
ENSG00000116906	NA	24	21.0	NA	NA
ENSG00000116922	NA	31	24.0	NA	NA
ENSG00000116954	NA	5	4.0	NA	NA
ENSG00000116957	NA	20	14.0	NA	NA
ENSG00000116962	NA	5	4.0	NA	NA
ENSG00000116977	NA	103	81.0	NA	NA
ENSG00000116981	NA	22	17.0	NA	NA
ENSG00000116983	NA	76	42.0	NA	NA
ENSG00000116984	NA	36	25.0	NA	NA
ENSG00000116985	NA	25	8.0	NA	NA
ENSG00000116991	NA	14	11.0	NA	NA
ENSG00000117000	NA	21	17.0	NA	NA
ENSG00000117009	NA	36	21.0	NA	NA
ENSG00000117010	NA	28	8.0	NA	NA
ENSG00000117016	NA	10	7.0	NA	NA
ENSG00000117020	NA	12	9.0	NA	NA
ENSG00000117054	NA	53	29.0	NA	NA
ENSG00000117069	NA	64	51.0	NA	NA
ENSG00000117114	NA	27	16.0	NA	NA
ENSG00000117115	NA	75	44.0	NA	NA
ENSG00000117118	NA	64	32.0	NA	NA
ENSG00000117122	NA	8	6.0	NA	NA
ENSG00000117133	NA	35	26.0	NA	NA
ENSG00000117139	NA	5	2.0	NA	NA
ENSG00000117151	NA	52	24.0	NA	NA
ENSG00000117153	NA	24	17.0	NA	NA
ENSG00000117154	NA	33	25.0	NA	NA
ENSG00000117155	NA	13	9.0	NA	NA
ENSG00000117174	NA	10	7.0	NA	NA
ENSG00000117222	NA	33	27.0	NA	NA
ENSG00000117226	NA	35	26.0	NA	NA
ENSG00000117228	NA	11	7.0	NA	NA
ENSG00000117242	NA	39	21.0	NA	NA
ENSG00000117245	NA	81	40.0	NA	NA
ENSG00000117262	NA	15	NA	NA	NA
ENSG00000117266	NA	22	16.0	NA	NA
ENSG00000117280	NA	35	29.0	NA	NA
ENSG00000117289	NA	17	NA	NA	NA
ENSG00000117298	NA	20	11.0	NA	NA
ENSG00000117305	NA	46	20.0	NA	NA
ENSG00000117335	NA	33	22.0	NA	NA
ENSG00000117360	NA	30	21.0	NA	NA
ENSG00000117385	NA	27	14.0	NA	NA
ENSG00000117395	NA	11	7.0	NA	NA
ENSG00000117399	NA	16	10.0	NA	NA
ENSG00000117407	NA	21	10.0	NA	NA
ENSG00000117408	NA	3	1.0	NA	NA
ENSG00000117410	NA	49	22.0	NA	NA
ENSG00000117411	NA	28	17.0	NA	NA
ENSG00000117425	NA	21	20.0	NA	NA
ENSG00000117448	NA	13	5.0	NA	NA
ENSG00000117450	NA	41	20.0	NA	NA
ENSG00000117461	NA	45	26.0	NA	NA
ENSG00000117472	NA	19	7.0	NA	NA
ENSG00000117475	NA	64	27.0	NA	NA
ENSG00000117477	NA	30	18.0	NA	NA
ENSG00000117480	NA	37	20.0	NA	NA
ENSG00000117481	NA	88	79.0	NA	NA
ENSG00000117500	NA	53	49.0	NA	NA
ENSG00000117505	NA	48	46.0	NA	NA
ENSG00000117519	NA	65	39.0	NA	NA
ENSG00000117523	NA	9	8.0	NA	NA
ENSG00000117525	NA	32	25.0	NA	NA
ENSG00000117528	NA	13	8.0	NA	NA
ENSG00000117533	NA	49	26.0	NA	NA
ENSG00000117569	NA	9	9.0	NA	NA
ENSG00000117586	NA	37	22.0	NA	NA
ENSG00000117592	NA	73	25.0	NA	NA
ENSG00000117593	NA	47	29.0	NA	NA
ENSG00000117595	NA	22	19.0	NA	NA
ENSG00000117597	NA	33	31.0	NA	NA
ENSG00000117598	NA	14	13.0	NA	NA
ENSG00000117600	NA	23	16.0	NA	NA
ENSG00000117602	NA	23	18.0	NA	NA
ENSG00000117620	NA	44	34.0	NA	NA
ENSG00000117640	NA	52	45.0	NA	NA
ENSG00000117650	NA	76	52.0	NA	NA
ENSG00000117682	NA	14	12.0	NA	NA
ENSG00000117697	NA	28	13.0	NA	NA
ENSG00000117707	NA	6	4.0	NA	NA
ENSG00000117724	NA	35	27.0	NA	NA
ENSG00000117748	NA	72	32.0	NA	NA
ENSG00000117791	NA	72	38.0	NA	NA
ENSG00000117834	NA	30	17.0	NA	NA
ENSG00000117859	NA	38	12.0	NA	NA
ENSG00000117862	NA	27	10.0	NA	NA
ENSG00000117868	NA	41	31.0	NA	NA
ENSG00000117877	NA	39	25.0	NA	NA
ENSG00000117899	NA	29	22.0	NA	NA
ENSG00000117906	NA	28	14.0	NA	NA
ENSG00000118004	NA	55	35.0	NA	NA
ENSG00000118007	NA	4	3.0	NA	NA
ENSG00000118096	NA	57	34.0	NA	NA
ENSG00000118137	NA	2	2.0	NA	NA
ENSG00000118162	NA	50	25.0	NA	NA
ENSG00000118181	NA	29	19.0	NA	NA
ENSG00000118194	NA	31	22.0	NA	NA
ENSG00000118197	NA	92	55.0	NA	NA
ENSG00000118200	NA	13	13.0	NA	NA
ENSG00000118217	NA	28	15.0	NA	NA
ENSG00000118231	NA	22	18.0	NA	NA
ENSG00000118242	NA	15	12.0	NA	NA
ENSG00000118246	NA	12	7.0	NA	NA
ENSG00000118257	NA	47	26.0	NA	NA
ENSG00000118263	NA	48	30.0	NA	NA
ENSG00000118276	NA	19	17.0	NA	NA
ENSG00000118292	NA	9	1.0	NA	NA
ENSG00000118298	NA	64	20.0	NA	NA
ENSG00000118307	NA	12	4.0	NA	NA
ENSG00000118308	NA	81	54.0	NA	NA
ENSG00000118322	NA	103	65.0	NA	NA
ENSG00000118363	NA	5	5.0	NA	NA
ENSG00000118369	NA	37	21.0	NA	NA
ENSG00000118402	NA	33	24.0	NA	NA
ENSG00000118407	NA	28	22.0	NA	NA
ENSG00000118418	NA	31	19.0	NA	NA
ENSG00000118420	NA	41	34.0	NA	NA
ENSG00000118432	NA	15	10.0	NA	NA
ENSG00000118454	NA	26	11.0	NA	NA
ENSG00000118473	NA	46	39.0	NA	NA
ENSG00000118495	NA	17	8.0	NA	NA
ENSG00000118507	NA	35	14.0	NA	NA
ENSG00000118513	NA	5	4.0	NA	NA
ENSG00000118514	NA	44	41.0	NA	NA
ENSG00000118518	NA	17	6.0	NA	NA
ENSG00000118523	NA	16	7.0	NA	NA
ENSG00000118557	NA	10	9.0	NA	NA
ENSG00000118564	NA	14	10.0	NA	NA
ENSG00000118579	NA	148	84.0	NA	NA
ENSG00000118596	NA	26	15.0	NA	NA
ENSG00000118600	NA	27	12.0	NA	NA
ENSG00000118620	NA	10	8.0	NA	NA
ENSG00000118640	NA	29	18.0	NA	NA
ENSG00000118655	NA	21	15.0	NA	NA
ENSG00000118680	NA	6	5.0	NA	NA
ENSG00000118690	NA	35	21.0	NA	NA
ENSG00000118702	NA	9	6.0	NA	NA
ENSG00000118705	NA	15	14.0	NA	NA
ENSG00000118729	NA	44	31.0	NA	NA
ENSG00000118733	NA	48	26.0	NA	NA
ENSG00000118762	NA	72	37.0	NA	NA
ENSG00000118777	NA	9	3.0	NA	NA
ENSG00000118804	NA	30	21.0	NA	NA
ENSG00000118849	NA	26	14.0	NA	NA
ENSG00000118855	NA	57	23.0	NA	NA
ENSG00000118873	NA	24	13.0	NA	NA
ENSG00000118898	NA	47	29.0	NA	NA
ENSG00000118900	NA	9	6.0	NA	NA
ENSG00000118922	NA	34	27.0	NA	NA
ENSG00000118939	NA	53	36.0	NA	NA
ENSG00000118960	NA	1	1.0	NA	NA
ENSG00000118961	NA	59	35.0	NA	NA
ENSG00000118965	NA	28	25.0	NA	NA
ENSG00000118971	NA	68	30.0	NA	NA
ENSG00000118997	NA	38	25.0	NA	NA
ENSG00000119013	NA	16	14.0	NA	NA
ENSG00000119041	NA	77	44.0	NA	NA
ENSG00000119042	NA	25	12.0	NA	NA
ENSG00000119048	NA	10	6.0	NA	NA
ENSG00000119125	NA	39	32.0	NA	NA
ENSG00000119138	NA	52	30.0	NA	NA
ENSG00000119147	NA	33	21.0	NA	NA
ENSG00000119185	NA	89	35.0	NA	NA
ENSG00000119227	NA	28	22.0	NA	NA
ENSG00000119242	NA	25	19.0	NA	NA
ENSG00000119280	NA	22	16.0	NA	NA
ENSG00000119283	NA	30	18.0	NA	NA
ENSG00000119285	NA	33	26.0	NA	NA
ENSG00000119314	NA	22	17.0	NA	NA
ENSG00000119318	NA	18	11.0	NA	NA
ENSG00000119321	NA	19	18.0	NA	NA
ENSG00000119326	NA	39	29.0	NA	NA
ENSG00000119328	NA	39	33.0	NA	NA
ENSG00000119333	NA	23	18.0	NA	NA
ENSG00000119383	NA	39	22.0	NA	NA
ENSG00000119392	NA	13	4.0	NA	NA
ENSG00000119396	NA	30	21.0	NA	NA
ENSG00000119397	NA	21	17.0	NA	NA
ENSG00000119401	NA	27	20.0	NA	NA
ENSG00000119402	NA	9	9.0	NA	NA
ENSG00000119403	NA	27	13.0	NA	NA
ENSG00000119408	NA	30	22.0	NA	NA
ENSG00000119411	NA	89	47.0	NA	NA
ENSG00000119414	NA	31	28.0	NA	NA
ENSG00000119431	NA	97	46.0	NA	NA
ENSG00000119457	NA	49	33.0	NA	NA
ENSG00000119471	NA	45	32.0	NA	NA
ENSG00000119508	NA	6	NA	NA	NA
ENSG00000119509	NA	78	47.0	NA	NA
ENSG00000119514	NA	11	9.0	NA	NA
ENSG00000119522	NA	7	7.0	NA	NA
ENSG00000119537	NA	46	33.0	NA	NA
ENSG00000119541	NA	31	16.0	NA	NA
ENSG00000119547	NA	36	24.0	NA	NA
ENSG00000119574	NA	15	9.0	NA	NA
ENSG00000119599	NA	120	61.0	NA	NA
ENSG00000119632	NA	90	55.0	NA	NA
ENSG00000119636	NA	106	77.0	NA	NA
ENSG00000119638	NA	7	5.0	NA	NA
ENSG00000119640	NA	23	16.0	NA	NA
ENSG00000119650	NA	33	22.0	NA	NA
ENSG00000119655	NA	28	26.0	NA	NA
ENSG00000119661	NA	61	30.0	NA	NA
ENSG00000119673	NA	133	65.0	NA	NA
ENSG00000119681	NA	29	17.0	NA	NA
ENSG00000119682	NA	64	33.0	NA	NA
ENSG00000119684	NA	39	23.0	NA	NA
ENSG00000119685	NA	51	30.0	NA	NA
ENSG00000119686	NA	11	9.0	NA	NA
ENSG00000119688	NA	76	44.0	NA	NA
ENSG00000119689	NA	34	20.0	NA	NA
ENSG00000119698	NA	83	61.0	NA	NA
ENSG00000119699	NA	19	13.0	NA	NA
ENSG00000119703	NA	26	19.0	NA	NA
ENSG00000119711	NA	17	12.0	NA	NA
ENSG00000119715	NA	53	27.0	NA	NA
ENSG00000119718	NA	20	20.0	NA	NA
ENSG00000119720	NA	3	1.0	NA	NA
ENSG00000119723	NA	26	19.0	NA	NA
ENSG00000119725	NA	27	20.0	NA	NA
ENSG00000119729	NA	36	28.0	NA	NA
ENSG00000119737	NA	41	22.0	NA	NA
ENSG00000119760	NA	9	4.0	NA	NA
ENSG00000119771	NA	37	30.0	NA	NA
ENSG00000119777	NA	7	5.0	NA	NA
ENSG00000119778	NA	18	12.0	NA	NA
ENSG00000119787	NA	41	28.0	NA	NA
ENSG00000119820	NA	32	16.0	NA	NA
ENSG00000119844	NA	7	7.0	NA	NA
ENSG00000119862	NA	54	27.0	NA	NA
ENSG00000119865	NA	78	40.0	NA	NA
ENSG00000119878	NA	32	22.0	NA	NA
ENSG00000119888	NA	36	27.0	NA	NA
ENSG00000119899	NA	31	22.0	NA	NA
ENSG00000119900	NA	78	44.0	NA	NA
ENSG00000119917	NA	30	17.0	NA	NA
ENSG00000119922	NA	24	16.0	NA	NA
ENSG00000119927	NA	24	16.0	NA	NA
ENSG00000119929	NA	10	8.0	NA	NA
ENSG00000119938	NA	14	10.0	NA	NA
ENSG00000119943	NA	52	41.0	NA	NA
ENSG00000119946	NA	31	13.0	NA	NA
ENSG00000119950	NA	43	32.0	NA	NA
ENSG00000119953	NA	12	7.0	NA	NA
ENSG00000119965	NA	7	7.0	NA	NA
ENSG00000119969	NA	22	15.0	NA	NA
ENSG00000119973	NA	40	23.0	NA	NA
ENSG00000119977	NA	44	10.0	NA	NA
ENSG00000119979	NA	62	47.0	NA	NA
ENSG00000119986	NA	50	24.0	NA	NA
ENSG00000120008	NA	58	51.0	NA	NA
ENSG00000120029	NA	5	2.0	NA	NA
ENSG00000120057	NA	16	10.0	NA	NA
ENSG00000120063	NA	13	11.0	NA	NA
ENSG00000120071	NA	37	10.0	NA	NA
ENSG00000120088	NA	34	28.0	NA	NA
ENSG00000120129	NA	27	12.0	NA	NA
ENSG00000120137	NA	27	14.0	NA	NA
ENSG00000120149	NA	16	8.0	NA	NA
ENSG00000120156	NA	30	23.0	NA	NA
ENSG00000120158	NA	26	18.0	NA	NA
ENSG00000120159	NA	42	22.0	NA	NA
ENSG00000120160	NA	10	10.0	NA	NA
ENSG00000120162	NA	23	18.0	NA	NA
ENSG00000120217	NA	32	19.0	NA	NA
ENSG00000120253	NA	42	36.0	NA	NA
ENSG00000120254	NA	82	49.0	NA	NA
ENSG00000120256	NA	40	36.0	NA	NA
ENSG00000120262	NA	66	53.0	NA	NA
ENSG00000120265	NA	19	16.0	NA	NA
ENSG00000120278	NA	123	78.0	NA	NA
ENSG00000120279	NA	13	7.0	NA	NA
ENSG00000120306	NA	22	17.0	NA	NA
ENSG00000120314	NA	38	12.0	NA	NA
ENSG00000120318	NA	29	16.0	NA	NA
ENSG00000120322	NA	100	39.0	NA	NA
ENSG00000120324	NA	69	27.0	NA	NA
ENSG00000120327	NA	32	16.0	NA	NA
ENSG00000120328	NA	17	13.0	NA	NA
ENSG00000120332	NA	95	58.0	NA	NA
ENSG00000120333	NA	36	21.0	NA	NA
ENSG00000120337	NA	67	34.0	NA	NA
ENSG00000120341	NA	25	10.0	NA	NA
ENSG00000120370	NA	81	53.0	NA	NA
ENSG00000120437	NA	31	26.0	NA	NA
ENSG00000120438	NA	25	21.0	NA	NA
ENSG00000120451	NA	48	37.0	NA	NA
ENSG00000120471	NA	27	12.0	NA	NA
ENSG00000120526	NA	126	125.0	NA	NA
ENSG00000120539	NA	95	52.0	NA	NA
ENSG00000120555	NA	8	7.0	NA	NA
ENSG00000120586	NA	83	42.0	NA	NA
ENSG00000120658	NA	12	12.0	NA	NA
ENSG00000120662	NA	42	26.0	NA	NA
ENSG00000120669	NA	154	135.0	NA	NA
ENSG00000120675	NA	91	60.0	NA	NA
ENSG00000120685	NA	17	13.0	NA	NA
ENSG00000120688	NA	10	6.0	NA	NA
ENSG00000120693	NA	33	27.0	NA	NA
ENSG00000120696	NA	17	12.0	NA	NA
ENSG00000120697	NA	55	38.0	NA	NA
ENSG00000120699	NA	27	19.0	NA	NA
ENSG00000120705	NA	12	4.0	NA	NA
ENSG00000120708	NA	29	21.0	NA	NA
ENSG00000120709	NA	17	16.0	NA	NA
ENSG00000120725	NA	38	28.0	NA	NA
ENSG00000120729	NA	12	8.0	NA	NA
ENSG00000120733	NA	35	8.0	NA	NA
ENSG00000120742	NA	60	45.0	NA	NA
ENSG00000120756	NA	55	24.0	NA	NA
ENSG00000120798	NA	24	14.0	NA	NA
ENSG00000120800	NA	9	6.0	NA	NA
ENSG00000120802	NA	36	19.0	NA	NA
ENSG00000120805	NA	25	13.0	NA	NA
ENSG00000120820	NA	21	10.0	NA	NA
ENSG00000120832	NA	96	45.0	NA	NA
ENSG00000120833	NA	17	14.0	NA	NA
ENSG00000120837	NA	17	13.0	NA	NA
ENSG00000120860	NA	47	21.0	NA	NA
ENSG00000120868	NA	31	18.0	NA	NA
ENSG00000120875	NA	7	5.0	NA	NA
ENSG00000120885	NA	4	3.0	NA	NA
ENSG00000120889	NA	14	10.0	NA	NA
ENSG00000120896	NA	22	9.0	NA	NA
ENSG00000120899	NA	66	46.0	NA	NA
ENSG00000120903	NA	28	17.0	NA	NA
ENSG00000120907	NA	89	65.0	NA	NA
ENSG00000120910	NA	77	42.0	NA	NA
ENSG00000120913	NA	18	11.0	NA	NA
ENSG00000120915	NA	50	40.0	NA	NA
ENSG00000120925	NA	4	2.0	NA	NA
ENSG00000121005	NA	48	17.0	NA	NA
ENSG00000121039	NA	26	21.0	NA	NA
ENSG00000121057	NA	44	34.0	NA	NA
ENSG00000121060	NA	24	19.0	NA	NA
ENSG00000121064	NA	16	13.0	NA	NA
ENSG00000121067	NA	47	18.0	NA	NA
ENSG00000121101	NA	29	17.0	NA	NA
ENSG00000121207	NA	18	12.0	NA	NA
ENSG00000121210	NA	24	19.0	NA	NA
ENSG00000121236	NA	71	39.0	NA	NA
ENSG00000121270	NA	19	16.0	NA	NA
ENSG00000121281	NA	57	30.0	NA	NA
ENSG00000121289	NA	38	24.0	NA	NA
ENSG00000121297	NA	16	10.0	NA	NA
ENSG00000121310	NA	29	22.0	NA	NA
ENSG00000121314	NA	26	19.0	NA	NA
ENSG00000121316	NA	45	20.0	NA	NA
ENSG00000121318	NA	15	12.0	NA	NA
ENSG00000121335	NA	50	29.0	NA	NA
ENSG00000121350	NA	91	56.0	NA	NA
ENSG00000121377	NA	30	26.0	NA	NA
ENSG00000121381	NA	44	23.0	NA	NA
ENSG00000121390	NA	41	16.0	NA	NA
ENSG00000121406	NA	34	22.0	NA	NA
ENSG00000121410	NA	30	19.0	NA	NA
ENSG00000121413	NA	67	47.0	NA	NA
ENSG00000121417	NA	30	13.0	NA	NA
ENSG00000121454	NA	4	4.0	NA	NA
ENSG00000121481	NA	12	10.0	NA	NA
ENSG00000121486	NA	32	13.0	NA	NA
ENSG00000121542	NA	81	75.0	NA	NA
ENSG00000121577	NA	12	8.0	NA	NA
ENSG00000121578	NA	47	22.0	NA	NA
ENSG00000121579	NA	17	7.0	NA	NA
ENSG00000121671	NA	17	10.0	NA	NA
ENSG00000121680	NA	24	13.0	NA	NA
ENSG00000121690	NA	57	12.0	NA	NA
ENSG00000121691	NA	25	15.0	NA	NA
ENSG00000121716	NA	46	30.0	NA	NA
ENSG00000121742	NA	25	13.0	NA	NA
ENSG00000121766	NA	49	27.0	NA	NA
ENSG00000121769	NA	27	21.0	NA	NA
ENSG00000121797	NA	26	19.0	NA	NA
ENSG00000121848	NA	26	NA	NA	NA
ENSG00000121858	NA	18	10.0	NA	NA
ENSG00000121864	NA	88	56.0	NA	NA
ENSG00000121871	NA	63	27.0	NA	NA
ENSG00000121879	NA	31	22.0	NA	NA
ENSG00000121892	NA	23	18.0	NA	NA
ENSG00000121897	NA	30	20.0	NA	NA
ENSG00000121898	NA	37	30.0	NA	NA
ENSG00000121900	NA	29	15.0	NA	NA
ENSG00000121904	NA	15	8.0	NA	NA
ENSG00000121905	NA	14	13.0	NA	NA
ENSG00000121931	NA	3	3.0	NA	NA
ENSG00000121940	NA	26	15.0	NA	NA
ENSG00000121957	NA	72	48.0	NA	NA
ENSG00000121964	NA	55	32.0	NA	NA
ENSG00000121988	NA	30	15.0	NA	NA
ENSG00000122008	NA	7	6.0	NA	NA
ENSG00000122012	NA	72	45.0	NA	NA
ENSG00000122025	NA	28	25.0	NA	NA
ENSG00000122033	NA	154	98.0	NA	NA
ENSG00000122034	NA	30	22.0	NA	NA
ENSG00000122035	NA	10	8.0	NA	NA
ENSG00000122042	NA	19	12.0	NA	NA
ENSG00000122068	NA	36	21.0	NA	NA
ENSG00000122085	NA	67	50.0	NA	NA
ENSG00000122176	NA	42	27.0	NA	NA
ENSG00000122194	NA	10	7.0	NA	NA
ENSG00000122203	NA	8	4.0	NA	NA
ENSG00000122218	NA	15	6.0	NA	NA
ENSG00000122223	NA	92	59.0	NA	NA
ENSG00000122299	NA	15	11.0	NA	NA
ENSG00000122335	NA	48	40.0	NA	NA
ENSG00000122359	NA	138	85.0	NA	NA
ENSG00000122367	NA	15	7.0	NA	NA
ENSG00000122375	NA	48	26.0	NA	NA
ENSG00000122376	NA	25	16.0	NA	NA
ENSG00000122378	NA	44	28.0	NA	NA
ENSG00000122386	NA	7	7.0	NA	NA
ENSG00000122417	NA	65	41.0	NA	NA
ENSG00000122420	NA	14	12.0	NA	NA
ENSG00000122432	NA	12	11.0	NA	NA
ENSG00000122477	NA	14	4.0	NA	NA
ENSG00000122481	NA	88	49.0	NA	NA
ENSG00000122482	NA	11	9.0	NA	NA
ENSG00000122483	NA	23	20.0	NA	NA
ENSG00000122484	NA	67	31.0	NA	NA
ENSG00000122490	NA	35	22.0	NA	NA
ENSG00000122507	NA	48	27.0	NA	NA
ENSG00000122512	NA	59	42.0	NA	NA
ENSG00000122547	NA	35	22.0	NA	NA
ENSG00000122548	NA	26	22.0	NA	NA
ENSG00000122550	NA	23	15.0	NA	NA
ENSG00000122557	NA	37	27.0	NA	NA
ENSG00000122565	NA	11	9.0	NA	NA
ENSG00000122574	NA	42	27.0	NA	NA
ENSG00000122585	NA	22	14.0	NA	NA
ENSG00000122591	NA	60	31.0	NA	NA
ENSG00000122642	NA	24	12.0	NA	NA
ENSG00000122643	NA	74	57.0	NA	NA
ENSG00000122644	NA	73	51.0	NA	NA
ENSG00000122674	NA	75	40.0	NA	NA
ENSG00000122678	NA	21	15.0	NA	NA
ENSG00000122679	NA	31	17.0	NA	NA
ENSG00000122687	NA	31	22.0	NA	NA
ENSG00000122691	NA	37	24.0	NA	NA
ENSG00000122692	NA	17	14.0	NA	NA
ENSG00000122694	NA	44	26.0	NA	NA
ENSG00000122696	NA	30	16.0	NA	NA
ENSG00000122705	NA	36	22.0	NA	NA
